Site Name,Full Address,Preschool Spaces,Infant/Toddler Spaces,School Age Spaces,All Available Spaces,Facility Code,Town Code,Address,Town,ZIP Code,Latitude,Longitude,Town from Census,lat,lon,person_id,senator_district,senator_full_name,senator_first_name,senator_last_name,senator_party,representative_district,representative_full_name,representative_first_name,representative_last_name,representative_party
West Haven Child Development Center,201 Noble Street West Haven CT 06516,126.0,24.0,,150.0,FC0001560441,156.0,201 Noble Street,West Haven,06516,41.261982,-72.943886,W HAVEN,41.261982,-72.94388599999999,ocd-person/f37ce303-e106-4972-b453-4287b7915762,14,James J. Maroney,James,Maroney,Democratic,115,Dorinda Borer,Dorinda,Borer,Democratic
West Haven Community House Head Start I,227 Elm Street West Haven CT 06516,52.0,0.0,,52.0,FC0001560141,156.0,227 Elm Street,West Haven,06516,41.27676,-72.94921,W HAVEN,41.276759999999996,-72.94921,ocd-person/102845da-9b93-400d-b58a-fa3e7df1806e,10,Gary A. Winfield,Gary,Winfield,Democratic,115,Dorinda Borer,Dorinda,Borer,Democratic
Pride and Joy Learning Academy,449 Silas Deane Highway Wethersfield CT 06109,30.0,0.0,,30.0,FC0001590241,159.0,449 Silas Deane Highway,Wethersfield,06109,41.71368,-72.66405,WETHERSFIELD,41.71368,-72.66405,ocd-person/749be8b3-0b40-41ec-8670-7dfbfbc90b6e,1,John W. Fonfara,John,Fonfara,Democratic,28,Amy Morrin Bello,,,Democratic
Winsted Area Child Care Center - Lake Street,1 Lake Street Winsted CT 06098,0.0,0.0,4.0,4.0,FC0001620441,162.0,1 Lake Street,Winsted,06098,41.92418,-73.076706,WINSTED,41.92418,-73.076706,ocd-person/fc3cb4e1-f784-46ac-9d54-1dd44cb817b0,30,Craig Miner,Craig,Miner,Republican,63,Jay M. Case,Jay,Case,Republican
Winsted Area Child Care Center - Prospect Street,185 Prospect Street Winsted CT 06098,33.0,20.0,0.0,53.0,FC0001620241,162.0,185 Prospect Street,Winsted,06098,41.922886,-73.07669,WINSTED,41.922886,-73.07669,ocd-person/fc3cb4e1-f784-46ac-9d54-1dd44cb817b0,30,Craig Miner,Craig,Miner,Republican,63,Jay M. Case,Jay,Case,Republican
Child & Family Development Resource Center,83 Windham Street Willimantic CT 06226,48.0,0.0,,48.0,FC0001630241,163.0,83 Windham Street,Willimantic,06226,41.716484,-72.218185,WILLIMANTIC,41.716484,-72.21818499999999,ocd-person/454e5979-c5bb-4f4e-9f3d-dc11f5e5b6ca,29,Mae Flexer,Mae,Flexer,Democratic,49,Susan M. Johnson,Susan,Johnson,Democratic
New Heights Child Development Program,212 Jeffrey Road Willimantic CT 06226,52.0,0.0,,52.0,FC0001630741,163.0,212 Jeffrey Road,Willimantic,06226,41.715977,-72.194786,WILLIMANTIC,41.715977,-72.194786,ocd-person/454e5979-c5bb-4f4e-9f3d-dc11f5e5b6ca,29,Mae Flexer,Mae,Flexer,Democratic,49,Susan M. Johnson,Susan,Johnson,Democratic
Windham BOE at Windham Early Childhood Center,25 Court St Cromwell CT 6416,102.0,0.0,,102.0,FC0001638311,163.0,25 Court St,Cromwell,6416,41.620255,-72.659035,CROMWELL,41.620255,-72.659035,ocd-person/f55ef0f9-f0ed-48ba-80b9-23ac643626cc,9,Matthew L. Lesser,Matthew,Lesser,Democratic,32,Christie M. Carpino,Christie,Carpino,Republican
Windham Regional Community Council Early Childhood Program,478 Valley Street Willimantic CT 06226,64.0,24.0,15.0,103.0,FC0001630341,163.0,478 Valley Street,Willimantic,06226,41.715916,-72.22597,WILLIMANTIC,41.715916,-72.22596999999999,ocd-person/454e5979-c5bb-4f4e-9f3d-dc11f5e5b6ca,29,Mae Flexer,Mae,Flexer,Democratic,49,Susan M. Johnson,Susan,Johnson,Democratic
First Church Early Learning Center,107 Palisado Avenue Windsor CT 06095,30.0,0.0,,30.0,FC0001640141,164.0,107 Palisado Avenue,Windsor,06095,41.858284,-72.63682,WINDSOR,41.858284000000005,-72.63682,ocd-person/fee3a7d8-7e51-4c5a-af29-190694152ccc,2,Douglas McCrory,Douglas,McCrory,Democratic,60,Jane M. Garibay,Jane,Garibay,Democratic
Windsor BOE at Oliver Ellsworth School,730 Kennedy Road Windsor CT 06095,60.0,0.0,,60.0,FC0001640911,164.0,730 Kennedy Road,Windsor,06095,41.88326,-72.64275,WINDSOR,41.88326,-72.64275,ocd-person/fee3a7d8-7e51-4c5a-af29-190694152ccc,2,Douglas McCrory,Douglas,McCrory,Democratic,60,Jane M. Garibay,Jane,Garibay,Democratic
Windsor BOE at Poquonock Elementary School,1760 Poquonock Avenue Windsor CT 06095,,0.0,,0.0,FC0001640511,164.0,1760 Poquonock Avenue,Windsor,06095,41.902847,-72.6792,WINDSOR,41.902846999999994,-72.6792,ocd-person/b57c3599-c0b0-4fd3-a48c-2bfd32d95071,7,John A. Kissel,John,Kissel,Republican,61,Tami Zawistowski,Tami,Zawistowski,Republican
Windsor Locks BOE at North Street School,325 North Street Windsor Locks CT 06096,48.0,0.0,,48.0,FC0001650111,165.0,325 North Street,Windsor Locks,06096,41.937977,-72.6486,WINDSOR LOCKS,41.937977000000004,-72.6486,ocd-person/da65a738-37c7-41c1-8cd4-abae65ef0167,7,John A. Kissel,John,Kissel,Republican,60,Jane M. Garibay,Jane,Garibay,Democratic
Children's Village,545 Bound Line Road Wolcott CT 06716,42.0,0.0,,42.0,FC0001660141,166.0,545 Bound Line Road,Wolcott,06716,41.6118,-72.97739,WOLCOTT,41.6118,-72.97739,ocd-person/0cdb540d-c360-4981-b7a9-2a67e2f91121,16,Rob Sampson,Rob,Sampson,Republican,80,Gale L. Mastrofrancesco,Gale,Mastrofrancesco,Republican
x_ Head Start (SHS) in Other Towns,nan nan CT ,15.0,0.0,,15.0,FC0000000nan,,,,,,,,,,,,,,,,,,,,
Black Rock School,nan Bridgeport CT ,,0.0,,0.0,FC0000150311,,,Bridgeport,,41.165653,-73.18525,BRIDGEPORT,,,,,,,,,,,,,
Bridgeport BOE at Discovery Magnet,nan Bridgeport CT ,,0.0,,0.0,FC0000153711,,,Bridgeport,,41.165653,-73.18525,BRIDGEPORT,,,,,,,,,,,,,
Bridgeport BOE at High Horizons Magnet,nan Bridgeport CT ,,0.0,,0.0,FC0000154511,,,Bridgeport,,41.165653,-73.18525,BRIDGEPORT,,,,,,,,,,,,,
East TPS - PreK - Reg Ed,nan Torrington CT ,,0.0,,0.0,FC0001432211,,,Torrington,,41.800705,-73.121254,TORRINGTON,,,,,,,,,,,,,
ECE Grace Street Center - Community Renewal Team (CRT),nan Hartford CT ,,0.0,,0.0,FC0000640341,,,Hartford,,35.022926,-94.38346,HARTFORD,,,,,,,,,,,,,
EdAdvance Head Start: Prenatal to Five Torrington,28 St. John Place Torrington CT 06790,,0.0,,0.0,FC0002428014,,28 St. John Place,Torrington,06790,41.80244,-73.11902,TORRINGTON,,,,,,,,,,,,,
Head Start at Killingly High,nan Killingly CT ,,0.0,,0.0,FC0000690841,,,Killingly,,41.80353,-71.88558,KILLINGLY,,,,,,,,,,,,,
TVCCA Groton ECE,nan Groton CT ,,0.0,,0.0,FC0000590441,,,Groton,,41.32381,-71.9911,GROTON,,,,,,,,,,,,,
